id,text,category
203,China is starting to show an insatiable demand for Tesla.  $TSLA $tslaq,bullish
204,Someone’s lying.  The hospitals? Musk? Or maybe CNN is just making it all up. 🙄 $tsla is rotten to the core. I feel for the employees.,bearish
205,Tesla has a 'great lead' in this $2 trillion market opportunity: Analyst $TSLA (via,bullish
206,Tesla bears like to talk down to bulls and say they don’t do their research. Then create and spread easily debunked nonsense. The 2nd 1/2 sales for Tesla always outperform the 1st half since 2013. $TSLA #Tesla,bullish
207,"Disclaimer: I am no financial expert, so might be best to not take my advice. TSLA shares are under $300, time to buy! Thanks Consumer Reports. But we know nothing is going to stop Tesla, just like the crazy growth of Amazon, Tesla will grow exponentially. Soon to be #1 car maker",bullish
208,Makes sense.  I’m short $arkk to diversify away from $tsla,bearish
209,"""TERRIFYING""   Please.... I'll be hiding in naked $TSLA puts... #safehaven",bearish
210,$TSLA is Slowly Pushing Germany Into Recession   via,bearish
211,You're not alone. This has happened to others as well. Elon has never provided an answer to what is done with returned vehicles.  $TSLA #TeslaDeliveryIssues,bearish
212,wow. people really did not like that truck! $TSLA,bearish
213,"$TSLA up 6.66% AH. Don’t F w/ $TSLA, dummy.",bullish
214,$TSLA - what other type of fraud or crimes is  involved in?    Why does he spend so much time in Mexico?  What favors does he owe the Chinese Communist Party?  From payments to armaments: the double life of Wirecard’s Jan Marsalek | Free to read,bearish
215,"Also, when employees accuse $tsla of fraud, why do you confidentially settle   You’d think $tsla would want to defend its good name &amp; not incent additional lawsuits if there were no fraud.  No?",bearish
216,"Musk’s only offers one product throughout his companies, FaaS - Fraud as a Service.  It’s his &amp; $tsla core competency.",bearish
217,Yet another successful $TSLA ramp! 👍,bullish
218,"$TSLA sent me an email soliciting purchase for Tesla Model.. lol  I am not your buyer.. Try the idiots who don’t understand build quality &amp; superior service, not impressed with an iPad console which distracts me right into 18 wheeler.. No Thanks dude..",bearish
219,"""Tesla lost a case in a German court today over how the company advertises its Autopilot and Full Self-Driving, which the court judged “misleading.”""  😢 $TSLA $TSLAQ",bearish
220,Alright then: $tsla down 22% for the year in Germany,bearish
221,I think  is feeling pretty comfortable with his long $TSLA right now 🤣,bullish
222,$TSLA adding another 7% through $320 🚗,bullish
223,"$TSLA sued over Model X that ""malfunctioned and locked"" while driving in San Francisco, causing it to ""collide into various vehicles and objects."" State Farm Mutual Automobile Insurance Company v. Tesla, Inc. et al:",bearish
224,Had to at least get 1 share of $TSLA at $420.69.,bullish
225,Heard you liked bitcoin    So we  are givin' away a Tesla to the best crypto traders!  #Crypto $BTC $BXY $TSLA ⚡,bullish
226,"Buy the $tsla stock before smart summon videos pop up on the internet. Then everyone will realize that FSD is real,  tangible m, almost science-fiction and here to stay.",bullish
227,"Some sick comments about  from donors!! tslaq is really a sick cult, and it seems that there is a ton of $$ behind them. These kind of comments should be reported&amp; investigated!! $tsla",bearish
228,"Give $PLTR some time to breathe, this is currently one of the best speculative plays but it still has some downside room. Buying price should be around $19 if it goes below $18.50 sell because things could get ugly.     $SPY $QQQ $AMZN $AAPL $TSLA $NKLA $FB $GOOGL",bullish
229,$TSLA short interest for 10/15/19 just published.  Short interest increased by 1.1M shares from 09/30 to 10/15. Next update will be for settlement date 10/31 and will be published on 11/11.  10/15: 37.2M shares 09/30: 36.1M shares 09/15: 38.9M shares 08/30: 39.7M shares,bearish
230,"While range / speed is nice, I think the most compelling reasons to buy a #Tesla include:  -The company mission -the #supercharger network -#Autopilot is included -Outstanding safety -ongoing free updates -upgradable HW  (Teslas doesn’t age / depreciate like other cars)  $TSLA",bullish
231,At what point do you go from having a plausible thesis to just being wrong?  $TSLAQ $TSLA,bearish
232,"$tsla back to software downgrading 100D cars, margins secured",bearish
233,"Self damaging cars, is there nothing $Tsla can’t do?!",bearish
234,Anyone else nibble on some $TSLA today?,bullish
235,Several reports (and growing) of $TSLA Model 3 owners affected by #TeslaChargeIssues and not able to get Supercharger speeds over 50-70kW (Tesla advertises 150-250kW).,bearish
236,"$TSLA The longer Tesla holds its gains and trades sideways, letting the moving averages catch up, the more bullish this story becomes. $SPY $SPX $AAPL $NVDA $NFLX",bullish
237,"Tesla’s trying not to die.  CEO Elon Musk said that Tesla would ""die"" by selling the cheapest Model 3 version   Tesla and Elon need the cash.  Beware of Tesla’s Death Throes  $tslaq $tsla #Tesla",bearish
238,sorry $TSLA bulls but you can’t do this with your Teslas 🔥😂⚡️,bearish
239,Could also be a bull trap. Could be sucking in retail money only to drop it hard. $TSLA,bearish
240,"Is there anything better than starting the day with  with $TSLA at ATH?   Tesla On Track To Deliver 600,000+ Cars In 2020 📈   via",bullish
241,"Normally after a large $TSLA dip, especially one below $300, it traded back above $300 quickly even in the face of terrible news. I think that's over RIGHT NOW and this drops hard in March. This latest fiasco has pissed off EVERYONE. But mostly especially, ALL current owners. 2/5",bearish
242,"Tesla shares jumping this morning after the company announced a plan to raise $2B from investors, including Elon Musk $TSLA",bullish
243,Beyond you imagination what a Tesla Model 3 can do! 🤯🤯🤯  $TSLA #Tesla #Model3,bullish
244,Tesla will become the first $5T company. $TSLA 📈,bullish
245,One shot for every 1% $TSLA decreases tomorrow.  #LordHaveMercy #Tequila,bearish
246,"U ❤️ family? Go buy a Tesla U ❤️ tech? Go buy a Tesla U ❤️ 💵? Go buy a Tesla U ❤️ driving? Go buy a Tesla U ❤️ 🌏? Go buy a Tesla. Cheapest, cleanest, smartest, funniest and safest driver’s vehicle on earth!   $tsla",bullish
247,$TSLA loses a bunch of other executives   via,bearish
248,$TSLA has “new” problems,bearish
249,Fun part is that $TSLA doesnt have enough demand in China for output of Shanghai factory AND it wont be able to dump it in US due to tariffs.,bearish
250,"Are you about to hit the Sell button on your $TSLA Shares Papa? It's OK, it's time. Do it and move onto the other projects....",bearish
251,$TSLA is on performance enhancing drugs,bullish
252,TSLA futures are looking good.,bullish
253,@ $TSLA bulls; imagine thinking $NIO was the structurally bankrupt EV company to buy the dip on.,bearish
254,"What if, and hear me out here, what if somebody knew something about the impending arrival of..... A FUCKING S&amp;P HYPEE TRAIN!!   ALL ABOARD!!! $TSLA I CAN FEEL IT! 😂",bullish
255,#NeverForget Elon Musk is literally walking around promising he will cure the paralyzed.  So offensive. And somehow he’ll get by with it. $TSLA $TSLAQ,bearish
256,"it's not even safer on highways, because the comparisons that $TSLA make are from highway miles vs. miles driven on all streets",bearish
257,Isn't $TSLA due for a Moody's downgrade,bearish
258,#TeslaQualityIssues $TSLAQ $TSLA,bearish
259,"$TSLA +8% premarket after hitting the demand level from yesterdays setup. Unfortunately, it triggered in the last 15min before close yesterday. Wasnt going to swing long in this volatile market. Congrats if you took it",bullish
260,"70 days since I cancelled my Solar Roof. Despite initial promises, $TSLA kept my deposit violating the terms of the contract.  Why Elon, why? Your Solar Asset Backes loans are 7.7%. I am expecting that rate!",bearish
261,I think $TSLA sees a -10% day.. -5% for each broken window,bearish
262,$TSLA down 0.44% in early PM indication as of 2:00 AM EDT.,bearish
263,Two Hours and 40 Min. to supercharge in this cold.....only then does the realization set in....  $TSLA,bearish
264,told me definitively that $TSLA is the leader in batteries. This is fake news.,bearish
265,"Dear  while I would not be surprised if $tsla were attempting to get you to back off your campaign, the astonishing recklessness inherent in calling this highly defective product ""Autopilot"" poses a grave danger to its users &amp; to the innocent.",bearish
266,What is up with this daily spasm of worthless $tsla notes?  Seriously.,bearish
267,Market seems shaky on fed comments today. $TSLA,bearish
268,"The more we HOLD, the HIGHER the price fund managers and Shorts have to pay for $TSLA shares.  REMEMBER THAT.  It's happening now!",bullish
269,One day .. Jail will provide you a time travel experience as well ... I am going to help put you there     When Elon Musk was allowed to get $TSLA to fraudulently take over a spiralling soon to be bankrupt company run by his cousins ?,bearish
270,your constituents are being killed by the $TSLA autopilot experiment sanctioned by the  do you care?,bearish
271,When is $TSLA going to replace the Nasdaq as the benchmark?,bullish
272,This!  😄 $TSLA $TSLAQ,bullish
273,So $TSLA just cracked $2000USD.  It's got one more week before the share split (each share will be split into 5 to lower the total price). If it can hit $2100 before then each share will be worth $420 post split 😅,bullish
274,"$AYTU HUGE NEWS!!! Cup &amp; Handle formed!! 🚀🚀🚀🚀  100k kits delivered, 500k more ordered! Massive news!!  $VVUS $DFFN $THMO $BNGO $EYEG $NOK $DECN $APT $AIM $AAPL $IFRX $WTRH $NOVN $SCON $AMRN $TSLA $XSPA $ABCE $INO $CEMI $ASTC $SPY $QQQ $MFA $TVIX $SPCB $TOPS $TTOO #premarket",bullish
275,This has been the worst CC thus far. When people look back they will see how damaging this and the autonomy investor day was. $TSLA $TSLAQ,bearish
276,If Musk were crazy like a fox instead of a narcissistic loon. He'd sell some stock and settle the Solarcity lawsuit. Since the settlement $$$ go to Tesla it would be a capital raise in itself.   PS: I blocked Elon so please don't share this with him 🤫 $TSLA $TSLAQ,bearish
277,OMG  just memed himself 🤣😂🤣😂🤣  $TSLA 🥴🤡 $TSLAQ 🤡🥴,bearish
278,Brought to you by the boys that do their DD! #3GC  $SPAQ $NKLA $IDEX $ONTX $TSLA,bullish
279,"Well, $800 looks dead today. $TSLA",bearish
280,"$TSLA downgraded at Morgan Stanley, tgt $360",bearish
281,$TSLA - is there a government agency that protects consumers?  So many nightmare stories from Elon’s Tesla solar division.  Just atrocious customer service.   $TSLAQ,bearish
282,Stimulus packages mean the markets will be awesome tomorrow!!!  $aapl $tsla $enzc $dsgt $nee 6 figures tomorrow!! hope everyone is loaded.,bullish
283,"$TSLA - What plan?  It only has gotten worse.  Elon is too busy working on Rockers and racing Porsches to worry about this.  $TSLAQ   Elon Musk plan to fix Tesla service operation not working, survey says - Business Insider",bearish
284,"What a time to be alive:  Teenage girls in one of the world's poorest countries are having more success building ventilators out of car parts than Tesla, a $150 billion automobile manufacturer. #Tesla $tsla $tslaq",bearish
285,Recharging $Tslaq battery.  $Tsla collapse will be epic indeed bros.,bearish
286,Uh oh. Did someone uncover a massive amount of fraud at $TSLA? Did they pre-announce a $1B revenue short fall? Did Elon Musk fall and hit his head? What's going on?,bearish
287,Shorting $TSLA,bearish
288,"Remember, $TSLA down yesterday pre-market too.   Bernstein downgrade isn’t really news.",bearish
289,I have joined the $TSLA gang.   Bought 1 share of $TSLA! - Common shares no options.   This is going to be a set up towards 2022. Woke up late and didn’t catch market open 🙃. Thought we were going to have another bloody day,bullish
290,TESLA LOSES ITS THIRD GENERAL COUNSEL IN THE PAST YEAR  He bought too much TSLA stock?,bearish
291,Nope. Still bullish. But you don't have to be bearish to realize things have moved too far too fast. Doesn't matter if it was $TSLA or $AAPL or $FB or any tech stock. Entire market in same boat that is about to sink.,bearish
292,"-Tesla is Amazon, everyone else is Borders -Tesla is Apple, everyone else is Blackberry. Maybe Rivian or Bollinger is Android? -Tesla is Ford, everyone else is horesedrawn carriage manufacturers -Tesla is digital cameras, everyone else is Eastman Kodak  See the pattern yet? $TSLA",bullish
293,"Great week!! $HD $LK $PCG $SPY $PYPL $INPX paid the bills,   $TSLA $TSLAQ on watch.   Have a good weekend!",bullish
294,"Here’s my take:  Tesla fan since 2015,  Model3 reservation since 2016,  Elon fan since 2017,  $TSLA shareholder since 2017,  Model3 owner sincce June 2019.  No man 👨 involved‼️ Love the design, love the driving experience‼️   💜💖💛 AP on freeway I. S.   I. T. ‼️💛❤️💜",bullish
295,#1 Rule of TSLA Fight Club is Don’t Panic! #2 Rule is Buy the MF’ing Dip!,bullish
296,"Wish Musk would stick to just accounting fraud &amp; not bother with the sensational.  Alas, with links to organized crime confirmed by a second senior $tsla employee, time to re-up this:",bearish
297,Tesla $TSLA Is One of The Top Stocks Owned By Millennials,bullish
298,Going to go mostly cash for a few days. I was on Margin last week just for a day or two but usually don't like to use it until markets crash like they did and I snag up the opportunities. Will buy more $TSLA on any dip. Just taking my win in case things change quickly today,bullish
299,"Rocketed right past $1,111.11–$tsla won!",bullish
300,$TSLA is toast in Europe. That's why they stopped disclosing their segment revenues for Norway &amp; The Netherlands.,bearish
301,In for another 500 at $414. $TSLA,bullish
302,Last quarter Tesla announced 81% growth in energy storage deployment for a new record of 415 MWh. Megapack is key for Tesla’s Energy future growth! 📈🔋 $TSLA,bullish
303,"Nice analysis! Though since $TSLA has typically abused vendor relationships in the past, they'll likely not care too much about failing to honor minimum production guarantees to their supplier ""partners"". I would think.",bearish
304,$TSLA green...... very nice !!! Nice job shorts in pre-market :)  $SPAQ i would not be surprised with a green close....,bullish
305,Unsafe at any speed! $TSLA $TSLAQ CC,bearish
306,"I will say this one more time:  $TSLA is a great LT investment, not for trading.",bullish
307,Smells like a mandatory recall is about to take place $tsla,bearish
308,"""Tesla Inc.’s soaring valuation led to a downgrade by Sanford C. Bernstein analyst Toni Sacconaghi on Tuesday, who said it is difficult to justify the market capitalization even using best-case scenarios.""  Smart guy, finding that out... 👍 $TSLA $TSLAQ",bearish
309,NASDAQ going red soon. $AAPL $TSLA $FB $AMZN $GOOG $NFLX $MSFT,bearish
310,"Morgan Stanley Raises #TSLA Bull Case to $2,500",bullish
311,"Repeat After Me: $TSLA is an auto OEM. And not a particularly efficient one, either.",bearish
312,Traded $TSLA long on this beautiful #ValentinesDay Friday. I noticed a bullish trend in the pre-market which lead to my long bias. Once I saw strong opening minute vol I went long with S/L at low of prev candle. Long again once I felt it was going to brk PM high.,bullish
313,SCOOP: Tesla screens can start to suck after they get relatively old. All other car screens start to ‘suck so bad’ moment they are bought.  $TSLA,bearish
314,"Two days ago, Elon got on a conference call and guided for massive growth for the Model 3 in 2019, while knowing sales had collapsed to a trickle in the US. $TSLA $TSLAQ",bearish
315,$TSLA discounting in Norway in Q4,bearish
316,"After leaving the barn door wide open for years, $TSLA considers hiring someone to tend to do the horses. There aren't any left.  $TSLA fraud is a feature, not a bug. Tesla has &gt; 10 employees hunting for whistle blowers, 0 hunting for fraud.",bearish
317,Bankruptcy! It's still a thing! #SpaceX $tslaQ $TSLA,bearish
318,Imo tsla will achieve a market cap of $800B before the end of 2045,bullish
319,If futures stay green at the open we may see $TSLA $1600.,bullish
320,The action in the speculative growth stock glamours like $GSX $TSLA et al is likely the most valuable indicator of the speculative sentiment #stocks,bullish
321,The fact that $TSLA is still at $700 shows you there are still too many fearless Robinhood traders out there.   Those people have to be taken out behind the woodshed and capitulate before we bottom,bullish
322,"As calls for  CEO Elon Musk to resign grow louder,  flips the script.  He detailed why $TSLA shows “unlimited” upside and is “the most well-positioned” of any auto maker for the trade war on #TheWatchList with",bearish
323,"I really regret buying a Tesla. Said no Tesla owner ever.  The only regrets I and other owners have is not buying the higher spec version  And for those with the highest spec, not having the other models too.  Who doesnt want S3XY Roadster and Pickup on their driveway? $TSLA",bullish
324,"Can't say $ARKK doesn't put money where mouth is, the fund has increased its allocation of $TSLA from 8% to 13% this year despite stock's 22% drop. The ETF is still up 11% YTD but trailing SPX and just suffered death cross. But hasn't resulted yet in any sig outflows..",bullish
325,"$TSLA expanding in Europe. First delivery hell, now this.  $TSLAQ",bullish
326,Frauds always give the head guy a cool name - 100 years ago - this company was $TSLA - even used same AC Induction Motor Design of #Models - nod to Mr Tesla - $TSLA - Wizard of Electricity - bankrupt 3 years later,bearish
327,Tesla Energy so underrated $tsla,bullish
328,"BREAKING: Arkk Invest bought a TON of $TSLA shares today! They loaded the boat w/ $TSLA on $ARKK, $ARKW &amp; $ARKQ increasing each ETF's position in Tesla by nearly 1%.",bullish
329,$TSLA  351.81 +21.60 (6.54%) Before hours: 8:22AM EDT   Invest in   Trust  to achieve his Mission Trust  to take care of the planet earth  and   TRUST Elon to take care of his Investors !  $TSLA WILL go back to ATH &amp; new ATH   with  PATIENCE ! ❤️🧸👠,bullish
330,"More Tesla insiders dumping shares, like rats from a sinking ship... $TSLA",bearish
331,"Go the opposite of anything Musk says (or leaks via email); yesterday he says $TSLA is ramping production and now we learn they're actually cutting production; Musk is the ultimate lying, criminal, drug addicted securities fraudster $TSLAQ $SPX",bearish
332,"4/ So, even with Q4 profit, $TSLA will have lost $800MM in 2018 and face massive losses in Q1 (which will be a disaster because of massive planning failure on EU homologation &amp; evaporated US demand). Analyst EPS forecasts for 2019 are shrinking and will eventually go negative.",bearish
333,"True. Tesla just pretends lots of the electricity it uses doesn't come from coal. And, hope you've noticed the many diesel generators $TSLA uses to charge cars sitting for months in inventory. Cradle to grave, worse than diesel cars.",bearish
334,Friends don't let friends buy $TSLA. I feel like we collectively failed you.,bearish
335,Let's set a new ATH $TSLA!📈🚀,bullish
336,"I only invest in Tsla! I am 100% all in Tsla plus 10% margin on tsla long and short calls! Personally I do think all in Tsla is smart than diverse to Google and amzn, Tesla is so smaller now and has such huge market plus it is growing than I can imagine!",bullish
337,Congrats to the ones who bet on $TSLA before earnings,bullish
338,"Bullish for the diagnostic fees, right? $TSLA $TSLAQ",bullish
339,"Just what, exactly, makes $tsla cheap at the moment?  Of all the companies to buy, why is this a bargain at 228?  Every quality manager has quit and sold their shares.  His promises embarrass even the bears.  Wake the fuck up.  It's a grade 5 dumpster 🔥.",bullish
340,"Oh, it must be nice to have friends who love murderous thug autocrats. Read this story and tell me how Saudi Arabia managed to time so perfectly both its $TSLA share acquisition and its subsequent hedge.",bearish
341,"As good a round-up as you'll find anywhere of where $TSLA is headed, with a great collection of links. Terrific work by  &amp; well worth a close read.",bullish
342,$TSLA IS ACTING EXACTLY LIKE A PUMPED PENNY STOCK,bearish
343,honestly stuff like this is going to help juice Tesla demand a little bit with stonk back to ATHs  $tsla $tslaq,bullish
344,"Today is a good Friggin Day!  Haha, yes!!! Short shorts secured! $tsla",bearish
345,"I'm totally bored with $TSLA. He'll come close to low end on units because of rebate shenanigans in Canada, then we'll see the financials but have to wait for the 10Q to get the real story, and Q3 will suck. Yawn.   Since I'm a perfect contrarian indicator, expect fireworks soon.",bearish
346,$TSLA former employee points out that the company fails to differentiate between deliveries and net deliveries in its disclosures. The intent is obviously to mislead.,bearish
347,pretty crazy to realize that with my 15k initial $TSLA investment 4 years ago I can now buy 1 #Model3 and a house in Texas :),bullish
348,"Cramer - ""... this guy is a total clown..."" speaking on   $tsla",bearish
349,$TSLA $SPY highs,bullish
350,"We really need some more crashes that can rally our #tslaq troops.  This is probably the best #autopilot will be.  No improvements, means it only gets worse from here!!!! #tsla",bearish
351,"$TSLA $NIO   BREAKING news   Sell banks, BUY $TSLA $NIO   so OBVIOUS !!",bullish
352,Pretty choppy action this far..  $TSLA back over 1650.. lets see if it can hold $AAPL filled the gap at 453.. needs back above 457.75 $BA Needs to hold 177  $ES_F back above 3367.. lets see if it can get back above 3379,bullish
353,I honestly wouldn't be surprised to see a demo of a flying model X tonight $TSLA $TSLAQ,bullish
354,$TSLA will soon have a market cap larger than all legacy automakers combined.,bullish
355,$TSLA return since Battery Day: 0% 🤯,bearish
356,The seemingly fast #ModelY production ramp led to the #coronavirus and market crash (quickly skimming the news) $TSLA,bearish
357,"Today's daily $TSLA 🍋🍋lawsuit is brought to you by Model 3 victim Jeff Lee in Santa Clara who reminds you that the console screen controls the entire car, Tesla left him driving sans a functional one,  tried to force arbitration &amp; Tesla produces lemons &gt; 100x industry average",bearish
358,"TSLA short int is $15.14BN ; 19.41MM shs shorted; 13.27% of float; 0.30% borrow fee. Shs shorted down -561K shs, -2.81%, over last 30 days as price rose +43% &amp; up 185K shs, +0.96%, last week. Shorts down -$10.06BN in 2020 mark-to-market losses; -$574MM on today's +3.79% move",bearish
359,TSLA up 104 straight points since Dec 5th or almost $19bil.  That's about $47k for every car they'll deliver in 2019 at high end. I think you've seen most of the short capitulation already. Now just high beta name manipulated for month end perf. Expect a pull below 400 soon.,bullish
360,"Nice to see Silicon Valley reviving yet another robber baron tradition. First it was crushing organized labor &amp; slashing worker protection. Now it’s overturning rule of law in Latin America.   The Roaring ‘20s are back, baby!  $UBER $LYFT $TSLA $TSLAQ",bearish
361,If only there were members of the press covering this dumpster fire. $TSLA $TSLAQ,bearish
362,"Second time this week that $TSLA has ""flat-line"" price action for extended time.   Today it's twice. Monday it was once, right before it spiked upwards. Robots either unplugged or confused. Strange.   $TSLAQ",bearish
363,"""Tesla fires are back in the news today due to a Model S exploding after a crash with a tow truck in Moscow.  The vehicle was reportedly on Autopilot at the time of the accident.""  $TSLA $TSLAQ Tesla Model S explodes after crash",bearish
364,"Added ~ 8 shares of $TSLA from 1,400–1550, 2-3 more from 1550-1750, &amp; couple more 1750-1900.",bullish
365,Awesome! $TSLA,bullish
366,Autopilot is continuously learning how to drive.  V10 looking like fantastic progress.  $TSLA $tslaq,bullish
367,$TSLA after hours - wow. :),bullish
368,Best forecaster of $TSLA EARNINGS‼️ 👏👏⚡️⚡️💪💪,bullish
369,#ExplainBABYCharts #FraudWatch day 222  More of the same from the #DumDums today.   Funny how #BABYcharts (enhanced) summons Paulie onto  like a classic troll.   $TSLA 🥴🤡 $TSLAQ 🤡🥴,bearish
370,"$TSLA,  must face shareholder lawsuit over going-private tweet   via",bearish
371,$ENZC   Amazing Opportunity. Bright Future Ahead  #NewBigPharma Forming  Major Patent Licensing Play   All Unfolding Right Before Our Eyes  We're all witnesses   #CoronavirusCURE #HIVCURE  #mAbs4All #AI #NewBigPharma #Biogenysis #Virogentics #CRISPR    $TSLA,bullish
372,"Agree. Per my pinned tweet I think the real cash picture draws down immediately after Q-end and dips in a U before the Q-end sales jam in 3Q and 4Q. If $tsla Europe sales don’t ramp dramatically and S/X stay down, there is no U, it’s an L. The 3/1 CB becomes a big problem.",bearish
373,Professionals and white collar workers are being laid off or getting salary cuts.   They were the majority of buyers from what I could tell.   Even the ones with jobs are scared and hunkering down.   Rich people with savings  and job-secure techies are now TSLA’s TAM.,bearish
374,$TSLA builds one EV plant.  builds EIGHT.,bullish
375,$TSLA at $30k/share would put it's market cap around $5.6T,bullish
376,We are $208 away from $555.  That number means more to Musk than $420.  $TSLA #CYA555 #CYAZ,bullish
377,"California builds out $tsla slowcharger infrastructure free of charge- why California sees the only real charger expansion.  That &amp; a host of other subsidies, not looking so hot,",bullish
378,"Digging deeper, Musk is.  Obviously, the SEC talks are dead, the ""Musk Agreement"" has been ripped up, and they are all going back to court.  $TSLA $TSLAQ",bearish
379,7. And finally the negative stock price action by $TSLA is supported by a business that happens to be in a free fall too. So stock performance re-couples with fundamentals...a self reinforcing end game. $TSLAQ,bearish
380,"Looks like Elon has Omar doing his digging, just ask  about Elon doing the same to her. So sad! So appalling he condones harassing + threatening behavior!  $TSLA $TSLAQ #boycottTesla",bearish
381,"Tomorrow, I will be looking in the sh*tput shopping aisle for Sept 6 puts.  I probably wont go hog wild, but I think next week could be bad for $TSLA unless shorts get run over by the market beta steam roller.",bearish
382,Biggest fraud in the history of  and that's saying a lot  $tsla $tslaq,bearish
383,"It’s Monday, so I figured I’d start the week right and buy another $TSLA share! 🔋🚀",bullish
384,"pumping the ugliest piece of shit #EV #Stock yesterday Canoon, ugliest car out of any EV play in the World. I rather drive in a $Solo 😂 long and strong $NIO $XPEV $LI $TSLA this guy sucks",bearish
385,$TSLA is having its Blackberry moment,bearish
386,"As analysts rush to slash $TSLA 2020 GAAP net income estimates by ~$800MM to yet another net loss for the year, the stock price has doubled. Rest assured that the estimate cuts are just beginning. $TSLAQ",bearish
387,Damn. I'm overflowing with pure bliss this morning.  #Tesla $tsla,bullish
388,"TSLA as a business is an absolute fraud, always has been",bearish
389,$TSLA at $420 resistance,bearish
390,Tesla is absolutely going ALL IN and ALL OUT in order to achieve a historic Q4 2020! 🔥   $TSLA #Tesla,bullish
391,"Big beats from $MSFT &amp; $TSLA invited bulls to take tech profits, dragging stocks lower. 📉  Increasingly violent digestion is happening across the markets,  says:",bearish
392,"$tsla inspection personnel violated elementary safety standards by negligently stepping on modules (potentially contributing to micro-cracks), using the wrong equipment for basic tasks, and-in one instance-leaving a combiner box enclosure open &amp; exposed to the elements.",bearish
393,"I think $TSLA came to them with offer they couldnt refuse, at this point it is still very much possible the targets will be watered down or delayed. Do you think with Populist Uprising the EU is going to self-destruct its car industry?",bearish
394,$TSLA Back above 1000 level. Needs to hold now  $NFLX testing 440 H/S breakout point  $ROKU  needs to hold the 111 now.   $AAPL May still work but will be a grind. Horrible fill on broker part. sticking with plan.,bullish
395,"#Tesla will report Q4 earnings on 1/29. If Elon officially announces #ModelY delivery date, $TSLA would be on🔥 again. Getting really pumped up now. Thanks  for the tip👇👇👇",bullish
396,"$TSLA down 4%:  I felt a great disturbance in the Force, as if millions of Robinhood traders suddenly cried out in terror and were suddenly silenced.",bearish
397,SpaceX is rapidly become an incredibly valuable company... Bezos will be passed in 5 years. #tesla $tsla,bullish
398,"Day 34: today was good day! I am up 166$ on $TSLA call spreads. I will continue to hold these spreads throughout the week, I see tesla testing new highs soon! I also grabbed a cheap $FB call for overnight too. Betting big on Tesla!",bullish
399,How is #Tesla doing compared to legacy automakers? Check this out:   $TSLA #TeslaMotors #TeslaModel3 #TeslaModelS #TeslaModelX #ElectricVehicle #ElonMusk,bullish
400,".  is now suing $TSLA for defamation involving their retaliation against her. Ever one to prove my point, $TSLA counsel forged her signature ""for her benefit"" in Oregon court.  Cristina has the courage to speak publicly for herself.  10/",bearish
401,Looking forward to a green market tomorrow. Stocks are cheap. $TSLA,bullish
402,Hi  I’d like to buy some of those $TSLA shares for $420 as promised,bullish
403,"Since Teslas do not lose value, it is natural for prices in local currency to fluctuate constantly. $TSLA:USD",bullish
404,Tesla (TSLA) receives massive new order of Tesla Semi electric trucks - biggest yet?   via,bullish
405,Canaccord analyst sees Tesla’s stock rallying more than 20% from its current price of around $418 to $515  Happy New Year to us!    #Tesla $tsla,bullish
406,another day another $TSLA ATH. where it stops nobody knows. but if you’re  you would’ve sold and taken some profit already. but if you’re like  then you’re #NotSellingAShareBefore5000 💪😂⚡️,bullish
407,The company is a massive accounting fraud and doesn't have the liquidity they pretend to have $TSLA $TSLAQ,bearish
408,"With just 10 trading days to go before 2020 annual deliveries are announced, I wouldn’t be surprised if $TSLA hits $800 by the end of the year.",bullish
409,$tsla is a company that America can be proud to have.,bullish
410,"LOLOLOL!!  $TSLA ranks worst in JD Power's customer satisfaction survey, the gold standard of quality in the auto industry.   ""Many of the flaws reported in the survey were things that other automakers would have had maybe 10 years ago, but have solved.”  $TSLAQ cc:",bearish
411,"Good evening!  $SPX fast dump in the last hr due to MRNA news SPX needs to defend 2900 otherwise it can fill the gap at 2865 SPX Needs over 2968 to test 3k. Fed meeting min is tmrw at 11am PST  $TSLA continuing to base over 800, any positive news can send this to 869  Have a GN!",bearish
412,"Here’s the review of the recently filed K, where among other shenanigans, $tsla changed its revenue recognition definition for the 4th time in under 3 years. I’ve already forgotten half the 💩 &amp; misdirection.  2/",bearish
413,"Even as he admits the company is a dumpster fire, Elon is *still* lying. $tsla is burning more cash than $7mn / day....  MUCH more.  $tslaq",bearish
414,"Pierre knows his stuff, raises his target to $1100 on much higher gross margins $tsla",bullish
415,To all the criminal keyers out there: Don't mess with $TSLA or else you're doomed.,bullish
416,Tsla short trade is looking very crowded.,bearish
417,"Highlight: $TSLA beats on deliveries for Q2. ""If this was such a good result and such a good quarter, then if you're Tesla, you come out and reiterate your full-year delivery guidance ...""  says. ""They did not do that. ... Stay skeptical.""",bullish
418,These two are dangerously ignorant.  They pose a danger to themselves and the small percentage of the populace more ignorant than them.  $tsla,bearish
419,"As Musk destroyed Tesla quality and service in his attempt to stave off ruin (ie: the reorg that $tslaQ and Adam Jonas know is inevitable), folks like  took up a consumer support role. Reaction? Nothing for service, no quality improvements...but a LOT more bots. $TSLA",bearish
420,Boring! 🔋 $TSLA,bearish
421,Congrats  on this historic moment for Tesla. $tsla,bullish
422,"12/ $TSLA doesn't have anything like enough cash flow to meet its stated obligations/goals. It's far from clear that $TSLAQ can even continue to break even on an ongoing basis. Doubts can only mount in the months ahead amid slowing EU sales, CA saturation &amp; mounting legal threats",bearish
